1,450.5,463.59,-113.64,1,0,0
2,200.99,352.41,-50.257,1,0,0
3,390.98,293.54,105.83,1,0,0
4,203.81,404.74,-106.07,1,0,0
5,398.16,436.8,97.454,1,0,0
6,377.54,493.96,-89.697,1,0,0
7,194.58,-0.95042,-25.385,1,0,1
8,105.76,438.62,-91.452,1,0,0
9,390.81,303.29,40.639,1,0,0
10,474.63,495.06,105.59,1,0,0
11,162.12,264.88,-161.84,1,1,0
12,334.98,238.33,-67.521,1,1,0
13,219.07,403.53,-13.002,1,1,0
14,416.12,113.11,-171.91,1,1,0
15,382.59,246.94,-62.551,1,1,0
16,81.584,452.62,43.858,1,1,0
17,430.37,286.99,72.435,1,1,0
18,493.79,422.22,63.511,1,1,0
19,257.83,370.12,97.231,1,1,0
20,443.24,291.53,-2.5159,1,1,0
21,295.33,122.24,-40.559,1,2,0
22,78.478,333.73,25.355,1,2,0
23,98.908,39.74,-117.09,1,2,0
24,203.22,312.33,-112.11,1,2,0
25,375.61,330.27,-9.1324,1,2,0
26,414.01,365,5.6798,1,2,0
27,394.4,445.27,-169.38,1,2,0
28,156.42,490.15,-160.62,1,2,0
29,267.72,383.29,-60.891,1,2,0
30,44.312,291.75,122.83,1,2,0
31,55.853,464.16,344.66,1,3,0
32,68.146,290.05,289.6,1,3,0
33,339.33,8.4915,243.59,1,3,0
34,247.59,60.43,281.83,1,3,0
35,94.855,431.36,278.1,1,3,0
36,247.5,242.15,143.38,1,3,0
37,73.804,422.43,125.56,1,3,0
38,27.487,104.7,292.01,1,3,0
39,425.36,276.15,70.372,1,3,0
40,280.28,314.94,48.061,1,3,0
1,448.88,461.43,-129.57,2,0,0
2,201.62,351.18,-133.25,2,0,0
3,390.32,294.75,-171.22,2,0,0
4,202.93,402.14,-120.87,2,0,0
5,398.26,439.64,86.038,2,0,0
6,378.22,491.11,-87.032,2,0,0
7,5.9621,320.9,-113.1,2,0,0
8,105.49,436.9,-68.812,2,0,0
9,392.33,305.17,33.254,2,0,0
10,473.22,497.7,107.68,2,0,0
11,160.88,264.34,-147.84,2,1,0
12,335.63,237.03,-57.112,2,1,0
13,220.32,403.01,-31.049,2,1,0
14,414.58,112.96,-178.5,2,1,0
15,383.3,246.04,-38.087,2,1,0
16,82.555,453.23,20.016,2,1,0
17,430.92,288.61,70.967,2,1,0
18,494.6,423.7,59.875,2,1,0
19,257.53,371.68,106.1,2,1,0
20,444.69,291.62,12.04,2,1,0
21,296.88,122.91,23.453,2,2,0
22,78.179,334.52,110.68,2,2,0
23,97.351,40.299,160.25,2,2,0
24,202.93,311.2,-103.99,2,2,0
25,375.14,330.42,162.19,2,2,0
26,413.81,365.04,167.55,2,2,0
27,395.2,444.9,-24.812,2,2,0
28,154.12,487.12,-127.19,2,2,0
29,266.92,382.36,-130.71,2,2,0
30,43.498,292.54,135.97,2,2,0
31,55.853,464.16,344.66,2,3,0
32,68.146,290.05,289.6,2,3,0
33,339.33,8.4915,243.59,2,3,0
34,247.59,60.43,281.83,2,3,0
35,94.855,431.36,278.1,2,3,0
36,247.5,242.15,143.38,2,3,0
37,73.804,422.43,125.56,2,3,0
38,27.487,104.7,292.01,2,3,0
39,425.36,276.15,70.372,2,3,0
40,280.28,314.94,48.061,2,3,0
1,446.72,458.94,-131.75,3,0,0
2,200.55,349.59,-149.88,3,0,0
3,388.4,294.76,-154.63,3,0,0
4,201.86,400.94,156.62,3,0,0
5,398.54,442.93,84.006,3,0,0
6,379.14,489.47,-69.649,3,0,0
7,5.1352,319.75,162.81,3,0,0
8,106.02,434.12,-65.356,3,0,0
9,394.59,307.34,32.601,3,0,0
10,471.88,499.22,121.65,3,0,0
11,160.02,263.56,-124.34,3,1,0
12,336.43,236.12,-36.896,3,1,0
13,221.57,402.09,-40.925,3,1,0
14,413.25,113.06,166.19,3,1,0
15,384.34,245.52,-15.513,3,1,0
16,83.856,453.51,5.5176,3,1,0
17,431.41,290.16,74.92,3,1,0
18,495.44,425.16,61.414,3,1,0
19,256.99,372.96,122.85,3,1,0
20,445.85,292.09,34.946,3,1,0
21,297.41,121.89,-63.009,3,2,0
22,76.062,331.39,-124.06,3,2,0
23,97.585,40.369,16.67,3,2,0
24,204.77,310.04,-32.092,3,2,0
25,375.33,327.91,-85.602,3,2,0
26,416.41,366.87,35.178,3,2,0
27,392.96,444.92,179.44,3,2,0
28,152.89,488.15,140.11,3,2,0
29,267.92,382.7,18.94,3,2,0
30,44.284,292.4,-10.26,3,2,0
31,55.853,464.16,344.66,3,3,0
32,68.146,290.05,289.6,3,3,0
33,339.33,8.4915,243.59,3,3,0
34,247.59,60.43,281.83,3,3,0
35,94.855,431.36,278.1,3,3,0
36,247.5,242.15,143.38,3,3,0
37,73.804,422.43,125.56,3,3,0
38,27.487,104.7,292.01,3,3,0
39,425.36,276.15,70.372,3,3,0
40,280.28,314.94,48.061,3,3,0
1,444.69,456.79,-140.19,4,0,0
2,198.31,347.68,-152.43,4,0,0
3,385.56,294,-152.09,4,0,0
4,200.34,401.44,127.25,4,0,0
5,398.94,445.74,72.248,4,0,0
6,380.54,489.49,13.96,4,0,0
7,3.2919,320.02,144.66,4,0,0
8,106.73,431.08,-66.218,4,0,0
9,396.49,309.37,36.439,4,0,0
10,470.55,499.02,-158.96,4,0,0
11,159.59,262.5,-100.6,4,1,0
12,337.45,235.65,-11.558,4,1,0
13,222.8,400.93,-44.76,4,1,0
14,412.22,113.54,141.87,4,1,0
15,385.7,245.32,-2.7125,4,1,0
16,85.415,453.56,-0.51259,4,1,0
17,431.67,291.56,86.358,4,1,0
18,496.09,426.53,69.325,4,1,0
19,256.14,373.85,147.2,4,1,0
20,446.68,292.98,59.519,4,1,0
21,296.38,122.82,137.67,4,2,0
22,75.41,331.92,141.06,4,2,0
23,97.933,39.55,-66.935,4,2,0
24,206.55,308.23,-45.643,4,2,0
25,374.7,327.1,-128.38,4,2,0
26,416.15,367.05,145.71,4,2,0
27,392.18,444.44,-148.59,4,2,0
28,157.5,492.55,43.667,4,2,0
29,266.27,381.94,-155.42,4,2,0
30,44.908,292.54,12.658,4,2,0
31,55.853,464.16,344.66,4,3,0
32,68.146,290.05,289.6,4,3,0
33,339.33,8.4915,243.59,4,3,0
34,247.59,60.43,281.83,4,3,0
35,94.855,431.36,278.1,4,3,0
36,247.5,242.15,143.38,4,3,0
37,73.804,422.43,125.56,4,3,0
38,27.487,104.7,292.01,4,3,0
39,425.36,276.15,70.372,4,3,0
40,280.28,314.94,48.061,4,3,0
1,443.09,455.79,152.79,5,0,0
2,195.95,345.73,-150.95,5,0,0
3,382.61,293.16,-153.57,5,0,0
4,198.33,403.27,122.89,5,0,0
5,399.73,447.26,-5.5357,5,0,0
6,382.53,490.95,40.188,5,0,0
7,0.65147,321.25,141.87,5,0,0
8,106.94,428.73,-74.38,5,0,0
9,397.1,310.94,61.827,5,0,0
10,469.05,497.23,-125.39,5,0,0
11,159.52,261.17,-86.248,5,1,0
12,338.7,235.61,6.715,5,1,0
13,224,399.75,-43.424,5,1,0
14,411.46,114.42,119.07,5,1,0
15,387.29,245.32,2.1593,5,1,0
16,87.109,453.53,-0.68299,5,1,0
17,431.56,292.75,107.67,5,1,0
18,496.4,427.78,86.455,5,1,0
19,254.98,374.29,170.46,5,1,0
20,447.18,294.25,76.752,5,1,0
21,296.91,121.61,-66.262,5,2,0
22,75.825,331.94,2.694,5,2,0
23,96.364,41.603,127.39,5,2,0
24,206.04,305.42,-100.25,5,2,0
25,377.81,328.06,17.058,5,2,0
26,416.31,368.29,82.758,5,2,0
27,390.6,443.96,-162.86,5,2,0
28,158.23,492.65,7.834,5,2,0
